Microsoft (R) COFF/PE Dumper Version 14.43.34808.0
Copyright (C) Microsoft Corporation.  All rights reserved.

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    B7F0154A time date stamp
        0.00 version
           8 ordinal base
        2485 number of functions
        2484 number of names

    ordinal hint RVA      name

       2118  83D 000A16F0 ZwQueryInformationResourceManager
       2119  83E 0009F0E0 ZwQueryInformationThread
       2120  83F 0009F060 ZwQueryInformationToken
       2121  840 000A1710 ZwQueryInformationTransaction
       2122  841 000A1730 ZwQueryInformationTransactionManager
       2123  842 000A1750 ZwQueryInformationWorkerFactory
       2124  843 000A1770 ZwQueryInstallUILanguage
       2125  844 000A1790 ZwQueryIntervalProfile
       2126  845 000A17B0 ZwQueryIoCompletion
       2127  846 000A17D0 ZwQueryIoRingCapabilities
       2128  847 0009EF00 ZwQueryKey
       2129  848 000A17F0 ZwQueryLicenseValue
       2130  849 000A1810 ZwQueryMultipleValueKey
       2131  84A 000A1830 ZwQueryMutant
       2132  84B 0009EE40 ZwQueryObject
       2133  84C 000A1850 ZwQueryOpenSubKeys
       2134  84D 000A1870 ZwQueryOpenSubKeysEx
       2135  84E 0009F260 ZwQueryPerformanceCounter
       2136  84F 000A1890 ZwQueryPortInformationProcess
       2137  850 000A18B0 ZwQueryQuotaInformationFile
       2138  851 0009F660 ZwQuerySection
       2139  852 000A18D0 ZwQuerySecurityAttributesToken
       2140  853 000A18F0 ZwQuerySecurityObject
       2141  854 000A1910 ZwQuerySecurityPolicy
       2142  855 000A1930 ZwQuerySemaphore
       2143  856 000A1950 ZwQuerySymbolicLinkObject
       2144  857 000A1970 ZwQuerySystemEnvironmentValue
       2145  858 000A1990 ZwQuerySystemEnvironmentValueEx
       2146  859 0009F300 ZwQuerySystemInformation
       2147  85A 000A19B0 ZwQuerySystemInformationEx
       2148  85B 0009F780 ZwQuerySystemTime
       2149  85C 0009F340 ZwQueryTimer
       2150  85D 000A19D0 ZwQueryTimerResolution
       2151  85E 0009EF20 ZwQueryValueKey
       2152  85F 0009F0A0 ZwQueryVirtualMemory
       2153  860 0009F560 ZwQueryVolumeInformationFile
       2154  861 000A19F0 ZwQueryWnfStateData
       2155  862 000A1A10 ZwQueryWnfStateNameInformation
       2156  863 0009F4E0 ZwQueueApcThread
       2157  864 000A1A30 ZwQueueApcThreadEx
       2158  865 000A1A50 ZwQueueApcThreadEx2
       2159  866 000A1A70 ZwRaiseException
       2160  867 000A1A90 ZwRaiseHardError
       2161  868 0009ED00 ZwReadFile
       2162  869 0009F200 ZwReadFileScatter
       2163  86A 000A1AB0 ZwReadOnlyEnlistment
       2164  86B 0009F6C0 ZwReadRequestData
       2165  86C 0009F420 ZwReadVirtualMemory
       2166  86D 000A1AD0 ZwReadVirtualMemoryEx
       2167  86E 000A1AF0 ZwRecoverEnlistment
       2168  86F 000A1B10 ZwRecoverResourceManager
       2169  870 000A1B30 ZwRecoverTransactionManager
       2170  871 000A1B50 ZwRegisterProtocolAddressInformation
       2171  872 000A1B70 ZwRegisterThreadTerminatePort
       2172  873 000A1B90 ZwReleaseKeyedEvent
       2173  874 0009F040 ZwReleaseMutant
       2174  875 0009ED80 ZwReleaseSemaphore
       2175  876 000A1BB0 ZwReleaseWorkerFactoryWorker
       2176  877 0009ED60 ZwRemoveIoCompletion
       2177  878 000A1BD0 ZwRemoveIoCompletionEx
       2178  879 000A1BF0 ZwRemoveProcessDebug
       2179  87A 000A1C10 ZwRenameKey
       2180  87B 000A1C30 ZwRenameTransactionManager
       2181  87C 000A1C50 ZwReplaceKey
       2182  87D 000A1C70 ZwReplacePartitionUnit
       2183  87E 0009EDC0 ZwReplyPort
       2184  87F 0009EDA0 ZwReplyWaitReceivePort
       2185  880 0009F1A0 ZwReplyWaitReceivePortEx
       2186  881 000A1C90 ZwReplyWaitReplyPort
       2187  882 000A1CB0 ZwRequestPort
       2188  883 0009F080 ZwRequestWaitReplyPort
       2189  884 000A1CD0 ZwResetEvent
       2190  885 000A1CF0 ZwResetWriteWatch
       2191  886 000A1D10 ZwRestoreKey
       2192  887 000A1D30 ZwResumeProcess
       2193  888 0009F680 ZwResumeThread
       2194  889 000A1D50 ZwRevertContainerImpersonation
       2195  88A 000A1D70 ZwRollbackComplete
       2196  88B 000A1D90 ZwRollbackEnlistment
       2197  88C 000A1DB0 ZwRollbackRegistryTransaction
       2198  88D 000A1DD0 ZwRollbackTransaction
       2199  88E 000A1DF0 ZwRollforwardTransactionManager
       2200  88F 000A1E10 ZwSaveKey
       2201  890 000A1E30 ZwSaveKeyEx
       2202  891 000A1E50 ZwSaveMergedKeys
       2203  892 000A1E70 ZwSecureConnectPort
       2204  893 000A1E90 ZwSerializeBoot
       2205  894 000A1EB0 ZwSetBootEntryOrder
       2206  895 000A1ED0 ZwSetBootOptions
       2207  896 000A1EF0 ZwSetCachedSigningLevel
       2208  897 000A1F10 ZwSetCachedSigningLevel2
       2209  898 000A1F30 ZwSetContextThread
       2210  899 000A1F50 ZwSetDebugFilterState
       2211  89A 000A1F70 ZwSetDefaultHardErrorPort
       2212  89B 000A1F90 ZwSetDefaultLocale
       2213  89C 000A1FB0 ZwSetDefaultUILanguage
       2214  89D 000A1FD0 ZwSetDriverEntryOrder
       2215  89E 000A1FF0 ZwSetEaFile
       2216  89F 0009EE00 ZwSetEvent
       2217  8A0 0009F1E0 ZwSetEventBoostPriority
       2218  8A1 000A2010 ZwSetHighEventPair
       2219  8A2 000A2030 ZwSetHighWaitLowEventPair
       2220  8A3 000A2050 ZwSetIRTimer
       2221  8A4 000A2070 ZwSetInformationCpuPartition
       2222  8A5 000A2090 ZwSetInformationDebugObject
       2223  8A6 000A20B0 ZwSetInformationEnlistment
       2224  8A7 0009F120 ZwSetInformationFile
       2225  8A8 000A20D0 ZwSetInformationIoRing
       2226  8A9 000A20F0 ZwSetInformationJobObject
       2227  8AA 000A2110 ZwSetInformationKey
       2228  8AB 0009F7B0 ZwSetInformationObject
       2229  8AC 0009EFC0 ZwSetInformationProcess
       2230  8AD 000A2130 ZwSetInformationResourceManager
       2231  8AE 000A2150 ZwSetInformationSymbolicLink
       2232  8AF 0009EDE0 ZwSetInformationThread
       2233  8B0 000A2170 ZwSetInformationToken
       2234  8B1 000A2190 ZwSetInformationTransaction
       2235  8B2 000A21B0 ZwSetInformationTransactionManager
       2236  8B3 000A21D0 ZwSetInformationVirtualMemory
       2237  8B4 000A21F0 ZwSetInformationWorkerFactory
       2238  8B5 000A2210 ZwSetIntervalProfile
       2239  8B6 000A2230 ZwSetIoCompletion
       2240  8B7 000A2250 ZwSetIoCompletionEx
       2241  8B8 000A2270 ZwSetLdtEntries
       2242  8B9 000A2290 ZwSetLowEventPair
       2243  8BA 000A22B0 ZwSetLowWaitHighEventPair
       2244  8BB 000A22D0 ZwSetQuotaInformationFile
       2245  8BC 000A22F0 ZwSetSecurityObject
       2246  8BD 000A2310 ZwSetSystemEnvironmentValue
       2247  8BE 000A2330 ZwSetSystemEnvironmentValueEx
       2248  8BF 000A2350 ZwSetSystemInformation
       2249  8C0 000A2370 ZwSetSystemPowerState
       2250  8C1 000A2390 ZwSetSystemTime
       2251  8C2 000A23B0 ZwSetThreadExecutionState
       2252  8C3 0009F870 ZwSetTimer
       2253  8C4 000A23D0 ZwSetTimer2
       2254  8C5 000A23F0 ZwSetTimerEx
       2255  8C6 000A2410 ZwSetTimerResolution
       2256  8C7 000A2430 ZwSetUuidSeed
       2257  8C8 0009F830 ZwSetValueKey
       2258  8C9 000A2450 ZwSetVolumeInformationFile
       2259  8CA 000A2470 ZwSetWnfProcessNotificationEvent
       2260  8CB 000A2490 ZwShutdownSystem
       2261  8CC 000A24B0 ZwShutdownWorkerFactory
       2262  8CD 000A24D0 ZwSignalAndWaitForSingleObject
       2263  8CE 000A24F0 ZwSinglePhaseReject
       2264  8CF 000A2510 ZwStartProfile
       2265  8D0 000A2530 ZwStopProfile
       2266  8D1 000A2550 ZwSubmitIoRing
       2267  8D2 000A2570 ZwSubscribeWnfStateChange
       2268  8D3 000A2590 ZwSuspendProcess
       2269  8D4 000A25B0 ZwSuspendThread
       2270  8D5 000A25D0 ZwSystemDebugControl
       2271  8D6 000A25F0 ZwTerminateEnclave
       2272  8D7 000A2610 ZwTerminateJobObject
       2273  8D8 0009F1C0 ZwTerminateProcess
       2274  8D9 0009F6A0 ZwTerminateThread
       2275  8DA 000A2630 ZwTestAlert
       2276  8DB 000A2650 ZwThawRegistry
       2277  8DC 000A2670 ZwThawTransactions
       2278  8DD 000A2690 ZwTraceControl
       2279  8DE 0009F7F0 ZwTraceEvent
       2280  8DF 000A26B0 ZwTranslateFilePath
       2281  8E0 000A26D0 ZwUmsThreadYield
       2282  8E1 000A26F0 ZwUnloadDriver
       2283  8E2 000A2710 ZwUnloadKey
       2284  8E3 000A2730 ZwUnloadKey2
       2285  8E4 000A2750 ZwUnloadKeyEx
       2286  8E5 000A2770 ZwUnlockFile
       2287  8E6 000A2790 ZwUnlockVirtualMemory
       2288  8E7 0009F180 ZwUnmapViewOfSection
       2289  8E8 000A27B0 ZwUnmapViewOfSectionEx
       2290  8E9 000A27D0 ZwUnsubscribeWnfStateChange
       2291  8EA 000A27F0 ZwUpdateWnfStateData
       2292  8EB 000A2810 ZwVdmControl
       2293  8EC 000A2830 ZwWaitForAlertByThreadId
       2294  8ED 000A2850 ZwWaitForDebugEvent
       2295  8EE 000A2870 ZwWaitForKeyedEvent
       2296  8EF 0009F790 ZwWaitForMultipleObjects
       2297  8F0 0009EF80 ZwWaitForMultipleObjects32
       2298  8F1 0009ECC0 ZwWaitForSingleObject
       2299  8F2 000A2890 ZwWaitForWorkViaWorkerFactory
       2300  8F3 000A28B0 ZwWaitHighEventPair
       2301  8F4 000A28D0 ZwWaitLowEventPair
       2302  8F5 0009EC60 ZwWorkerFactoryWorkerReady
       2303  8F6 0009ED40 ZwWriteFile
       2304  8F7 0009EFA0 ZwWriteFileGather
       2305  8F8 0009F720 ZwWriteRequestData
       2306  8F9 0009F380 ZwWriteVirtualMemory
       2307  8FA 0009F500 ZwYieldExecution
       2308  8FB 0008EF10 __C_specific_handler
       2309  8FC 000A3BD0 __chkstk
       2310  8FD 0008F0D0 __isascii
       2311  8FE 0008F0F0 __iscsym
       2312  8FF 0008F130 __iscsymf
       2313  900 00114A50 __misaligned_access
       2314  901 0008F180 __toascii
       2315  902 0008F3A0 _atoi64
       2316  903 00088510 _errno
       2317  904 00138788 _fltused
       2318  905 0008F410 _i64toa
       2319  906 00098E70 _i64toa_s
       2320  907 0008F620 _i64tow
       2321  908 00099190 _i64tow_s
       2322  909 0008F450 _itoa
       2323  90A 00098EA0 _itoa_s
       2324  90B 0008F660 _itow
       2325  90C 000991C0 _itow_s
       2326  90D 0008F860 _lfind
       2327  90E 0008F910 _local_unwind
       2328  90F 0008F480 _ltoa
       2329  910 00098EA0 _ltoa_s
       2330  911 0008F690 _ltow
       2331  912 000991C0 _ltow_s
       2332  913 000994D0 _makepath_s
       2333  914 0008F940 _memccpy
       2334  915 0008F9E0 _memicmp
       2335  916 000A4920 _setjmp
       2336  917 000A49E0 _setjmpex
       2337  918 0008FA00 _snprintf
       2338  919 00099630 _snprintf_s
       2339  91A 00099700 _snscanf_s
       2340  91B 0008FAB0 _snwprintf
       2341  91C 00099740 _snwprintf_s
       2342  91D 00099820 _snwscanf_s
       2343  91E 0008FB90 _splitpath
       2344  91F 00099860 _splitpath_s
       2345  920 0008FEF0 _strcmpi
       2346  921 0008FEF0 _stricmp
       2347  922 0008FF00 _strlwr
       2348  923 0008FF30 _strlwr_s
       2349  924 00090000 _strnicmp
       2350  925 00099B00 _strnset_s
       2351  926 00099B90 _strset_s
       2352  927 00090010 _strupr
       2353  928 00090060 _strupr_s
       2354  929 000900D0 _swprintf
       2355  92A 0008F4B0 _ui64toa
       2356  92B 00098ED0 _ui64toa_s
       2357  92C 0008F6C0 _ui64tow
       2358  92D 000991F0 _ui64tow_s
       2359  92E 0008F4E0 _ultoa
       2360  92F 00098EF0 _ultoa_s
       2361  930 0008F6F0 _ultow
       2362  931 00099210 _ultow_s
       2363  932 00090190 _vscprintf
       2364  933 000902B0 _vscwprintf
       2365  934 000903F0 _vsnprintf
       2366  935 00099660 _vsnprintf_s
       2367  936 000904C0 _vsnwprintf
       2368  937 00099770 _vsnwprintf_s
       2369  938 00090330 _vswprintf
       2370  939 000905D0 _wcsicmp
       2371  93A 00090630 _wcslwr
       2372  93B 00090690 _wcslwr_s
       2373  93C 00090710 _wcsnicmp
       2374  93D 00090780 _wcsnset_s
       2375  93E 00090820 _wcsset_s
       2376  93F 00090880 _wcstoi64
       2377  940 000908C0 _wcstoui64
       2378  941 00090B50 _wcsupr
       2379  942 00090B90 _wcsupr_s
       2380  943 00099BF0 _wmakepath_s
       2381  944 00099D80 _wsplitpath_s
       2382  945 00090C10 _wtoi
       2383  946 00090C40 _wtoi64
       2384  947 00090C60 _wtol
       2385  948 00090C80 abs
       2386  949 00090C90 atan
       2387  94A 00090EF0 atan2
       2388  94B 0008F3C0 atoi
       2389  94C 0008F3F0 atol
       2390  94D 00091650 bsearch
       2391  94E 00091750 bsearch_s
       2392  94F 00091860 ceil
       2393  950 00091980 cos
       2394  951 00092270 fabs
       2395  952 00092360 floor
       2396  953 0008F190 isalnum
       2397  954 0008F1C0 isalpha
       2398  955 0008F1F0 iscntrl
       2399  956 0008F220 isdigit
       2400  957 0008F250 isgraph
       2401  958 0008F280 islower
       2402  959 0008F2B0 isprint
       2403  95A 0008F2E0 ispunct
       2404  95B 0008F310 isspace
       2405  95C 0008F340 isupper
       2406  95D 00092490 iswalnum
       2407  95E 000924B0 iswalpha
       2408  95F 000924D0 iswascii
       2409  960 000925D0 iswctype
       2410  961 000924F0 iswdigit
       2411  962 00092510 iswgraph
       2412  963 00092530 iswlower
       2413  964 00092550 iswprint
       2414  965 00092570 iswspace
       2415  966 00092590 iswxdigit
       2416  967 0008F370 isxdigit
       2417  968 00092600 labs
       2418  969 00092610 log
       2419  96A 000928F0 longjmp
       2420  96B 00092920 mbstowcs
       2421  96C 000929F0 memchr
       2422  96D 00092A30 memcmp
       2423  96E 000A57C0 memcpy
       2424  96F 0009A040 memcpy_s
       2425  970 000A57C0 memmove
       2426  971 0009A0E0 memmove_s
       2427  972 00130010 memset
       2428  973 000A4A80 pow
       2429  974 00092B10 qsort
       2430  975 00092EB0 qsort_s
       2431  976 00091DA0 sin
       2432  977 00093280 sprintf
       2433  978 0009A140 sprintf_s
       2434  979 00093310 sqrt
       2435  97A 00093420 sscanf
       2436  97B 0009A1C0 sscanf_s
       2437  97C 00093530 strcat
       2438  97D 0009A220 strcat_s
       2439  97E 000936B0 strchr
       2440  97F 00093700 strcmp
       2441  980 000935F0 strcpy
       2442  981 0009A2B0 strcpy_s
       2443  982 000937C0 strcspn
       2444  983 00093880 strlen
       2445  984 00093950 strncat
       2446  985 0009A340 strncat_s
       2447  986 00093B10 strncmp
       2448  987 00093BF0 strncpy
       2449  988 0009A440 strncpy_s
       2450  989 00093D70 strnlen
       2451  98A 00093D90 strpbrk
       2452  98B 00093E40 strrchr
       2453  98C 00093E80 strspn
       2454  98D 00093F50 strstr
       2455  98E 0009A540 strtok_s
       2456  98F 000941E0 strtol
       2457  990 00094240 strtoul
       2458  991 000900D0 swprintf
       2459  992 0009A6B0 swprintf_s
       2460  993 0009A740 swscanf_s
       2461  994 00094280 tan
       2462  995 00094720 tolower
       2463  996 00094760 toupper
       2464  997 000947D0 towlower
       2465  998 00094800 towupper
       2466  999 000EAD60 vDbgPrintEx
       2467  99A 000EAD90 vDbgPrintExWithPrefix
       2468  99B 00090290 vsprintf
       2469  99C 0009A170 vsprintf_s
       2470  99D 0009A6E0 vswprintf_s
       2471  99E 00094810 wcscat
       2472  99F 0009A7A0 wcscat_s
       2473  9A0 00094880 wcschr
       2474  9A1 000948C0 wcscmp
       2475  9A2 00094850 wcscpy
       2476  9A3 0009A840 wcscpy_s
       2477  9A4 00094900 wcscspn
       2478  9A5 00094950 wcslen
       2479  9A6 00094980 wcsncat
       2480  9A7 0009A8D0 wcsncat_s
       2481  9A8 000949D0 wcsncmp
       2482  9A9 00094A10 wcsncpy
       2483  9AA 0009A9E0 wcsncpy_s
       2484  9AB 00094A60 wcsnlen
       2485  9AC 00094A90 wcspbrk
       2486  9AD 00094AD0 wcsrchr
       2487  9AE 00094B10 wcsspn
       2488  9AF 00094B60 wcsstr
       2489  9B0 0009AAF0 wcstok_s
       2490  9B1 00094DF0 wcstol
       2491  9B2 00094E90 wcstombs
       2492  9B3 00094E50 wcstoul
          8      0007F5F0 [NONAME]

  Summary

        1000 .00cfg
        C000 .data
        4000 .mrdata
        F000 .pdata
       4D000 .rdata
        1000 .reloc
       75000 .rsrc
      12D000 .text
        1000 PAGE
        1000 RT
        1000 fothk
