Microsoft (R) COFF/PE Dumper Version 14.43.34808.0
Copyright (C) Microsoft Corporation.  All rights reserved.


Dump of file E:\KsaLib\0\dll_xp_win7_win11\ntdll_export\ntdll_86.dll

File Type: DLL

  Section contains the following exports for ntdll.dll

    00000000 characteristics
    2451EFDD time date stamp
        0.00 version
           8 ordinal base
        2482 number of functions
        2482 number of names

    ordinal hint RVA      name

       2139  853 000778F0 ZwRemoveProcessDebug
       2140  854 00077900 ZwRenameKey
       2141  855 00077910 ZwRenameTransactionManager
       2142  856 00077920 ZwReplaceKey
       2143  857 00077930 ZwReplacePartitionUnit
       2144  858 000761B0 ZwReplyPort
       2145  859 000761A0 ZwReplyWaitReceivePort
       2146  85A 000763C0 ZwReplyWaitReceivePortEx
       2147  85B 00077940 ZwReplyWaitReplyPort
       2148  85C 00077950 ZwRequestPort
       2149  85D 00076330 ZwRequestWaitReplyPort
       2150  85E 00077960 ZwResetEvent
       2151  85F 00077970 ZwResetWriteWatch
       2152  860 00077980 ZwRestoreKey
       2153  861 00077990 ZwResumeProcess
       2154  862 00076630 ZwResumeThread
       2155  863 000779A0 ZwRevertContainerImpersonation
       2156  864 000779B0 ZwRollbackComplete
       2157  865 000779C0 ZwRollbackEnlistment
       2158  866 000779D0 ZwRollbackRegistryTransaction
       2159  867 000779E0 ZwRollbackTransaction
       2160  868 000779F0 ZwRollforwardTransactionManager
       2161  869 00077A00 ZwSaveKey
       2162  86A 00077A10 ZwSaveKeyEx
       2163  86B 00077A20 ZwSaveMergedKeys
       2164  86C 00077A30 ZwSecureConnectPort
       2165  86D 00077A40 ZwSerializeBoot
       2166  86E 00077A50 ZwSetBootEntryOrder
       2167  86F 00077A60 ZwSetBootOptions
       2169  870 00077A70 ZwSetCachedSigningLevel
       2168  871 00077A80 ZwSetCachedSigningLevel2
       2170  872 00077A90 ZwSetContextThread
       2171  873 00077AA0 ZwSetDebugFilterState
       2172  874 00077AB0 ZwSetDefaultHardErrorPort
       2173  875 00077AC0 ZwSetDefaultLocale
       2174  876 00077AD0 ZwSetDefaultUILanguage
       2175  877 00077AE0 ZwSetDriverEntryOrder
       2176  878 00077AF0 ZwSetEaFile
       2177  879 000761D0 ZwSetEvent
       2178  87A 000763E0 ZwSetEventBoostPriority
       2179  87B 00077B00 ZwSetHighEventPair
       2180  87C 00077B10 ZwSetHighWaitLowEventPair
       2181  87D 00077B20 ZwSetIRTimer
       2182  87E 00077B30 ZwSetInformationCpuPartition
       2183  87F 00077B40 ZwSetInformationDebugObject
       2184  880 00077B50 ZwSetInformationEnlistment
       2185  881 00076380 ZwSetInformationFile
       2186  882 00077B60 ZwSetInformationIoRing
       2187  883 00077B70 ZwSetInformationJobObject
       2188  884 00077B80 ZwSetInformationKey
       2189  885 000766D0 ZwSetInformationObject
       2190  886 000762D0 ZwSetInformationProcess
       2191  887 00077B90 ZwSetInformationResourceManager
       2192  888 00077BA0 ZwSetInformationSymbolicLink
       2193  889 000761C0 ZwSetInformationThread
       2194  88A 00077BB0 ZwSetInformationToken
       2195  88B 00077BC0 ZwSetInformationTransaction
       2196  88C 00077BD0 ZwSetInformationTransactionManager
       2197  88D 00077BE0 ZwSetInformationVirtualMemory
       2198  88E 00077BF0 ZwSetInformationWorkerFactory
       2199  88F 00077C00 ZwSetIntervalProfile
       2200  890 00077C10 ZwSetIoCompletion
       2201  891 00077C20 ZwSetIoCompletionEx
       2202  892 00077C30 ZwSetLdtEntries
       2203  893 00077C40 ZwSetLowEventPair
       2204  894 00077C50 ZwSetLowWaitHighEventPair
       2205  895 00077C60 ZwSetQuotaInformationFile
       2206  896 00077C70 ZwSetSecurityObject
       2207  897 00077C80 ZwSetSystemEnvironmentValue
       2208  898 00077C90 ZwSetSystemEnvironmentValueEx
       2209  899 00077CA0 ZwSetSystemInformation
       2210  89A 00077CB0 ZwSetSystemPowerState
       2211  89B 00077CC0 ZwSetSystemTime
       2212  89C 00077CD0 ZwSetThreadExecutionState
       2214  89D 00076730 ZwSetTimer
       2213  89E 00077CE0 ZwSetTimer2
       2215  89F 00077CF0 ZwSetTimerEx
       2216  8A0 00077D00 ZwSetTimerResolution
       2217  8A1 00077D10 ZwSetUuidSeed
       2218  8A2 00076710 ZwSetValueKey
       2219  8A3 00077D20 ZwSetVolumeInformationFile
       2220  8A4 00077D30 ZwSetWnfProcessNotificationEvent
       2221  8A5 00077D40 ZwShutdownSystem
       2222  8A6 00077D50 ZwShutdownWorkerFactory
       2223  8A7 00077D60 ZwSignalAndWaitForSingleObject
       2224  8A8 00077D70 ZwSinglePhaseReject
       2225  8A9 00077D80 ZwStartProfile
       2226  8AA 00077D90 ZwStopProfile
       2227  8AB 00077DA0 ZwSubmitIoRing
       2228  8AC 00077DB0 ZwSubscribeWnfStateChange
       2229  8AD 00077DC0 ZwSuspendProcess
       2230  8AE 00077DD0 ZwSuspendThread
       2231  8AF 00077DE0 ZwSystemDebugControl
       2232  8B0 00077DF0 ZwTerminateEnclave
       2233  8B1 00077E00 ZwTerminateJobObject
       2234  8B2 000763D0 ZwTerminateProcess
       2235  8B3 00076640 ZwTerminateThread
       2236  8B4 00077E10 ZwTestAlert
       2237  8B5 00077E20 ZwThawRegistry
       2238  8B6 00077E30 ZwThawTransactions
       2239  8B7 00077E40 ZwTraceControl
       2240  8B8 000766F0 ZwTraceEvent
       2241  8B9 00077E50 ZwTranslateFilePath
       2242  8BA 00077E60 ZwUmsThreadYield
       2243  8BB 00077E70 ZwUnloadDriver
       2245  8BC 00077E80 ZwUnloadKey
       2244  8BD 00077E90 ZwUnloadKey2
       2246  8BE 00077EA0 ZwUnloadKeyEx
       2247  8BF 00077EB0 ZwUnlockFile
       2248  8C0 00077EC0 ZwUnlockVirtualMemory
       2249  8C1 000763B0 ZwUnmapViewOfSection
       2250  8C2 00077ED0 ZwUnmapViewOfSectionEx
       2251  8C3 00077EE0 ZwUnsubscribeWnfStateChange
       2252  8C4 00077EF0 ZwUpdateWnfStateData
       2253  8C5 00077F00 ZwVdmControl
       2254  8C6 00077F10 ZwWaitForAlertByThreadId
       2255  8C7 00077F20 ZwWaitForDebugEvent
       2256  8C8 00077F30 ZwWaitForKeyedEvent
       2258  8C9 000766C0 ZwWaitForMultipleObjects
       2257  8CA 000762B0 ZwWaitForMultipleObjects32
       2259  8CB 00076130 ZwWaitForSingleObject
       2260  8CC 00077F40 ZwWaitForWorkViaWorkerFactory
       2261  8CD 00077F50 ZwWaitHighEventPair
       2262  8CE 00077F60 ZwWaitLowEventPair
       2263  8CF 00076100 ZwWorkerFactoryWorkerReady
       2264  8D0 00078050 ZwWow64AllocateVirtualMemory64
       2265  8D1 00078080 ZwWow64CallFunction64
       2266  8D2 00077FA0 ZwWow64CsrAllocateCaptureBuffer
       2267  8D3 00077FC0 ZwWow64CsrAllocateMessagePointer
       2268  8D4 00077FD0 ZwWow64CsrCaptureMessageBuffer
       2269  8D5 00077FE0 ZwWow64CsrCaptureMessageString
       2270  8D6 00077F90 ZwWow64CsrClientCallServer
       2271  8D7 00077F70 ZwWow64CsrClientConnectToServer
       2272  8D8 00077FB0 ZwWow64CsrFreeCaptureBuffer
       2273  8D9 00077FF0 ZwWow64CsrGetProcessId
       2274  8DA 00077F80 ZwWow64CsrIdentifyAlertableThread
       2275  8DB 00078000 ZwWow64CsrVerifyRegion
       2276  8DC 00078010 ZwWow64DebuggerCall
       2277  8DD 00078020 ZwWow64GetCurrentProcessorNumberEx
       2278  8DE 00078030 ZwWow64GetNativeSystemInformation
       2279  8DF 00078090 ZwWow64IsProcessorFeaturePresent
       2280  8E0 00078040 ZwWow64QueryInformationProcess64
       2281  8E1 00078060 ZwWow64ReadVirtualMemory64
       2282  8E2 00078070 ZwWow64WriteVirtualMemory64
       2283  8E3 00076170 ZwWriteFile
       2284  8E4 000762C0 ZwWriteFileGather
       2285  8E5 00076680 ZwWriteRequestData
       2286  8E6 000764B0 ZwWriteVirtualMemory
       2287  8E7 00076570 ZwYieldExecution
       2288  8E8 00079390 _CIcos
       2289  8E9 00079460 _CIlog
       2290  8EA 00079550 _CIpow
       2291  8EB 00079780 _CIsin
       2292  8EC 00079840 _CIsqrt
       2293  8ED 00079900 __isascii
       2294  8EE 00079920 __iscsym
       2295  8EF 00079960 __iscsymf
       2296  8F0 000799A0 __toascii
       2297  8F1 00079BD0 _alldiv
       2298  8F2 00079C80 _alldvrm
       2299  8F3 00079D70 _allmul
       2300  8F4 00079DB0 _alloca_probe
       2301  8F5 00079DF0 _alloca_probe_16
       2302  8F6 00079E06 _alloca_probe_8
       2303  8F7 00079E30 _allrem
       2304  8F8 00079EF0 _allshl
       2305  8F9 00079F20 _allshr
       2306  8FA 00079F50 _atoi64
       2307  8FB 00079FD0 _aulldiv
       2308  8FC 0007A040 _aulldvrm
       2309  8FD 0007A0E0 _aullrem
       2310  8FE 0007A160 _aullshr
       2311  8FF 00079DB0 _chkstk
       2312  900 000C25E0 _errno
       2313  901 0007A1E0 _except_handler4_common
       2314  902 00005A35 _fltused
       2315  903 0007A300 _ftol
       2316  904 0007A340 _ftol2
       2317  905 0007A330 _ftol2_sse
       2318  906 0007A460 _i64toa
       2319  907 00082E00 _i64toa_s
       2320  908 0007A660 _i64tow
       2321  909 00083140 _i64tow_s
       2322  90A 0007A4A0 _itoa
       2323  90B 00082E40 _itoa_s
       2324  90C 0007A6A0 _itow
       2325  90D 00083180 _itow_s
       2326  90E 0007A7C0 _lfind
       2327  90F 0007A830 _local_unwind4
       2328  910 0007A4A0 _ltoa
       2329  911 00082E40 _ltoa_s
       2330  912 0007A6A0 _ltow
       2331  913 00083180 _ltow_s
       2332  914 00083340 _makepath_s
       2333  915 0007A9A0 _memccpy
       2334  916 0007AA10 _memicmp
       2335  917 0007AA30 _snprintf
       2336  918 00083450 _snprintf_s
       2337  919 00083510 _snscanf_s
       2338  91A 0007AAD0 _snwprintf
       2339  91B 00083550 _snwprintf_s
       2340  91C 00083610 _snwscanf_s
       2341  91D 0007AB90 _splitpath
       2342  91E 00083650 _splitpath_s
       2343  91F 0007ADD0 _strcmpi
       2344  920 0007ADD0 _stricmp
       2345  921 0007ADF0 _strlwr
       2346  922 0007AE20 _strlwr_s
       2347  923 0007AE80 _strnicmp
       2348  924 00083840 _strnset_s
       2349  925 000838C0 _strset_s
       2350  926 0007AEA0 _strupr
       2351  927 0007AEF0 _strupr_s
       2352  928 0007AF50 _swprintf
       2353  929 0007A4E0 _ui64toa
       2354  92A 00082E80 _ui64toa_s
       2355  92B 0007A6E0 _ui64tow
       2356  92C 000831C0 _ui64tow_s
       2357  92D 0007A510 _ultoa
       2358  92E 00082EB0 _ultoa_s
       2359  92F 0007A710 _ultow
       2360  930 000831F0 _ultow_s
       2361  931 0007B000 _vscprintf
       2362  932 0007B120 _vscwprintf
       2363  933 0007B210 _vsnprintf
       2364  934 00083480 _vsnprintf_s
       2365  935 0007B2D0 _vsnwprintf
       2366  936 00083580 _vsnwprintf_s
       2367  937 0007B150 _vswprintf
       2368  938 0007B3C0 _wcsicmp
       2369  939 0007B420 _wcslwr
       2370  93A 0007B480 _wcslwr_s
       2371  93B 0007B4F0 _wcsnicmp
       2372  93C 0007B560 _wcsnset_s
       2373  93D 0007B5F0 _wcsset_s
       2374  93E 0007B650 _wcstoi64
       2375  93F 0007B680 _wcstoui64
       2376  940 0007B9B0 _wcsupr
       2377  941 0007B9F0 _wcsupr_s
       2378  942 00083920 _wmakepath_s
       2379  943 00083A70 _wsplitpath_s
       2380  944 0007BA60 _wtoi
       2381  945 0007BA80 _wtoi64
       2382  946 0007BAB0 _wtol
       2383  947 0007BAE0 abs
       2384  948 0007BB00 atan
       2385  949 0007BBC0 atan2
       2386  94A 00079F80 atoi
       2387  94B 00079FA0 atol
       2388  94C 0007BBE0 bsearch
       2389  94D 0007BCA0 bsearch_s
       2390  94E 0007BD70 ceil
       2391  94F 00079380 cos
       2392  950 0007BE70 fabs
       2393  951 0007BF40 floor
       2394  952 000799C0 isalnum
       2395  953 000799F0 isalpha
       2396  954 00079A20 iscntrl
       2397  955 00079A50 isdigit
       2398  956 00079A80 isgraph
       2399  957 00079AB0 islower
       2400  958 00079AE0 isprint
       2401  959 00079B10 ispunct
       2402  95A 00079B40 isspace
       2403  95B 00079B70 isupper
       2404  95C 0007C060 iswalnum
       2405  95D 0007C080 iswalpha
       2406  95E 0007C0A0 iswascii
       2407  95F 0007C1A0 iswctype
       2408  960 0007C0C0 iswdigit
       2409  961 0007C0E0 iswgraph
       2410  962 0007C100 iswlower
       2411  963 0007C120 iswprint
       2412  964 0007C140 iswspace
       2413  965 0007C160 iswxdigit
       2414  966 00079BA0 isxdigit
       2415  967 0007BAE0 labs
       2416  968 00079450 log
       2417  969 0007C1E0 mbstowcs
       2418  96A 0007C260 memchr
       2419  96B 0007C320 memcmp
       2420  96C 0007C380 memcpy
       2421  96D 00083C90 memcpy_s
       2422  96E 0007C6D0 memmove
       2423  96F 00083D10 memmove_s
       2424  970 0007CA20 memset
       2425  971 00079540 pow
       2426  972 0007CA90 qsort
       2427  973 0007CF30 qsort_s
       2428  974 00079770 sin
       2429  975 0007D3F0 sprintf
       2430  976 00083D70 sprintf_s
       2431  977 00079854 sqrt
       2432  978 0007D470 sscanf
       2433  979 00083E00 sscanf_s
       2434  97A 0007D520 strcat
       2435  97B 00083E50 strcat_s
       2436  97C 0007D620 strchr
       2437  97D 0007D6F0 strcmp
       2438  97E 0007D510 strcpy
       2439  97F 00083ED0 strcpy_s
       2440  980 0007D780 strcspn
       2441  981 0007D7D0 strlen
       2442  982 0007D870 strncat
       2443  983 00083F40 strncat_s
       2444  984 0007D9B0 strncmp
       2445  985 0007DA60 strncpy
       2446  986 00084030 strncpy_s
       2447  987 0007DB90 strnlen
       2448  988 0007DBC0 strpbrk
       2449  989 0007DC10 strrchr
       2450  98A 0007DC50 strspn
       2451  98B 0007DCA0 strstr
       2452  98C 00084110 strtok_s
       2453  98D 0007DF40 strtol
       2454  98E 0007DF90 strtoul
       2455  98F 0007AF50 swprintf
       2456  990 00084240 swprintf_s
       2457  991 000842D0 swscanf_s
       2458  992 0007DFC0 tan
       2459  993 0007E090 tolower
       2460  994 0007E0C0 toupper
       2461  995 0007E120 towlower
       2462  996 0007E150 towupper
       2463  997 000C4060 vDbgPrintEx
       2464  998 000C4090 vDbgPrintExWithPrefix
       2465  999 0007B100 vsprintf
       2466  99A 00083DA0 vsprintf_s
       2467  99B 00084270 vswprintf_s
       2468  99C 0007E170 wcscat
       2469  99D 00084320 wcscat_s
       2470  99E 0007E1E0 wcschr
       2471  99F 0007E230 wcscmp
       2472  9A0 0007E1B0 wcscpy
       2473  9A1 000843B0 wcscpy_s
       2474  9A2 0007E280 wcscspn
       2475  9A3 0007E2E0 wcslen
       2476  9A4 0007E310 wcsncat
       2477  9A5 00084430 wcsncat_s
       2478  9A6 0007E360 wcsncmp
       2479  9A7 0007E3A0 wcsncpy
       2480  9A8 00084530 wcsncpy_s
       2481  9A9 0007E3F0 wcsnlen
       2482  9AA 0007E420 wcspbrk
       2483  9AB 0007E480 wcsrchr
       2484  9AC 0007E4C0 wcsspn
       2485  9AD 0007E530 wcsstr
       2486  9AE 00084610 wcstok_s
       2487  9AF 0007E7C0 wcstol
       2488  9B0 0007E840 wcstombs
       2489  9B1 0007E810 wcstoul

  Summary

        1000 .00cfg
        6000 .data
        3000 .mrdata
        6000 .reloc
       75000 .rsrc
      127000 .text
        1000 PAGE
        1000 RT
